date_sampled,address,1st_draw,2nd_draw,3rd_draw,4th_draw,5th_draw,6th_draw,7th_draw,8th_draw,9th_draw,10th_draw,year,month,1st_5th_highest,highest_sample
2017-02-25,107XX S Avenue O ,10.7,8.75,7.21,10.3,15.0,19.7,16.6,15.0,14.9,16.0,2017,2,15.0,19.7
2017-02-25,11XX E 48th St**,38.1,55.5,25.2,30.0,27.8,29.5,33.4,30.5,25.7,25.3,2017,2,38.1,55.5
2017-02-28,20XX W Lunt Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,0.0,0.0
2017-02-28,20XX W Evergreen Ave,11.0,13.4,14.0,15.2,15.8,16.0,15.4,17.0,20.5,18.7,2017,2,15.8,20.5
2017-03-01,45XX N Malden St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,0.0,0.0
2017-03-04,63XX N Kirkwood Ave**,8.69,8.69,8.54,9.17,12.2,13.2,13.6,13.5,19.8,28.9,2017,3,12.2,28.9
2017-03-04,67XX N Loleta Ave,7.88,8.87,9.69,10.6,11.2,12.4,12.9,15.0,19.0,20.2,2017,3,11.2,20.2
2017-03-07,8XX W Lill Ave****,8.16,7.72,7.8,8.23,8.7,8.74,8.62,9.12,9.95,9.61,2017,3,8.7,9.95
2017-03-09,53XX S Kimbark Ave**,8.84,14.6,17.1,20.8,21.4,20.2,19.1,16.6,11.2,9.04,2017,3,21.4,21.4
2017-03-09,61XX S Ellis Ave**,2.39,2.51,2.3,2.59,6.38,2.49,2.36,2.16,1.0,1.93,2017,3,6.38,6.38
2017-03-11,34XX N Opal Ave,7.11,9.32,12.9,23.9,30.0,19.5,17.8,12.0,14.7,13.8,2017,3,30.0,30.0
2017-03-17,66XX N Bosworth Ave,11.7,7.98,8.19,10.1,9.32,13.9,17.8,17.5,16.6,16.2,2017,3,11.7,17.8
2017-03-24,16XX W 100th Pl,7.5,6.89,7.31,10.2,12.2,14.4,15.9,13.9,13.0,11.6,2017,3,12.2,15.9
2017-03-24,21XX W 110th St,4.18,5.5,9.07,11.5,11.1,10.7,10.3,10.3,9.06,7.22,2017,3,11.1,11.5
2017-03-25,18XX N Dayton St,7.18,8.45,15.1,17.3,18.2,17.7,16.9,17.7,17.9,16.4,2017,3,18.2,18.2
2017-03-25,21XX N Hudson Ave,7.95,6.55,16.5,5.51,5.24,5.04,5.06,4.96,4.96,5.02,2017,3,7.95,16.5
2017-03-29,78XX S Eggleston Ave,14.1,17.1,15.1,14.0,12.4,10.7,10.3,8.95,7.23,6.49,2017,3,14.1,17.1
2017-03-30,13XX E 87th St,7.82,9.18,11.5,12.7,11.3,12.0,15.6,25.6,31.1,28.0,2017,3,11.3,31.1
2017-03-30,54XX S Ingleside Ave,11.9,13.1,16.8,17.0,14.8,11.7,11.0,12.7,11.5,6.67,2017,3,14.8,17.0
2017-04-05,55XX N Linder Ave,8.72,14.7,10.3,16.8,35.7,25.3,15.6,18.8,23.3,14.7,2017,4,35.7,35.7
2017-04-08,20XX W 21st St,5.36,6.69,6.59,6.57,7.36,17.1,17.0,15.9,14.0,13.6,2017,4,7.36,17.1
2017-04-08,54XX S Harper Ave**,26.8,20.4,19.0,17.2,15.6,13.6,11.0,9.74,9.17,8.27,2017,4,26.8,26.8
2017-04-13,79XX S Kenwood Ave**,2.36,4.16,4.27,2.3,2.22,4.99,6.49,6.31,8.34,8.77,2017,4,2.36,8.77
2017-04-17,88XX S Paxton Ave,3.04,3.16,3.57,3.94,3.58,4.07,8.64,14.9,14.0,12.2,2017,4,3.58,14.9
2017-04-20,27XX N Wilton Ave**,15.7,24.7,29.5,36.3,38.0,41.0,39.7,39.8,32.3,26.4,2017,4,38.0,41.0
2017-04-20,65XX N Hiawatha Ave,4.35,5.8,5.29,5.52,4.92,5.17,4.36,4.19,3.97,3.75,2017,4,4.92,5.8
2017-04-22,19XX N Dayton St,4.06,3.85,6.88,11.9,11.1,11.3,11.6,12.2,12.3,12.0,2017,4,11.1,12.3
2017-04-24,18XX N Dayton St*****,5.58,4.69,4.58,4.62,4.71,4.4,5.77,5.73,6.3,10.9,2017,4,5.58,10.9
2017-04-25,47XX S Kimbark Ave***,21.8,31.2,44.8,40.3,41.4,40.1,39.5,39.4,39.6,39.1,2017,4,41.4,44.8
2017-04-28,28XX N Ridgeway Ave**,0.0,2.36,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4,0.0,2.36
2017-05-02,18XX N Leavitt St****,14.2,17.0,23.4,20.8,20.8,19.6,18.8,19.5,17.4,15.0,2017,5,20.8,23.4
2017-05-04,20XX N Bissell St,7.64,6.64,13.4,25.3,26.9,26.7,26.0,24.2,24.7,21.1,2017,5,26.9,26.9
2017-05-06,54XX N Linder Ave**,16.5,8.28,11.0,11.8,12.7,14.0,54.3,19.6,26.7,34.2,2017,5,16.5,54.3
2017-05-06,63XX N Kirkwood Ave**,6.84,8.38,8.1,8.01,11.0,12.6,12.1,10.2,15.4,24.2,2017,5,11.0,24.2
2017-05-09,35XX S Dr Martin Luther King Jr Dr**,15.3,26.0,40.2,38.8,48.2,45.5,38.5,33.9,42.1,24.7,2017,5,48.2,48.2
2017-05-12,25XX W 80th Pl***,2.89,4.26,5.9,,,,,,,,2017,5,2.89,5.9
2017-05-18,3XX W Wellington Ave,30.2,2.11,0.0,0.0,0.0,6.84,2.44,0.0,0.0,0.0,2017,5,30.2,30.2
2017-05-19,5XX W 128th St,0.0,0.0,0.0,0.0,0.0,1.44,1.61,1.62,1.79,1.84,2017,5,0.0,1.84
2017-05-20,27XX N Wayne Ave,7.23,7.19,8.08,10.8,10.9,11.8,25.2,31.5,31.9,28.8,2017,5,10.9,31.9
2017-05-20,34XX N Pacific Ave*******,11.8,16.5,19.2,35.9,30.7,22.6,26.7,28.4,28.0,25.4,2017,5,30.7,35.9
2017-05-31,34XX N Hamilton Ave,0.0,13.6,1.3,3.4,2.66,2.75,2.26,0.0,0.0,0.0,2017,5,2.66,13.6
2017-06-05,84XX S Rockwell St,2.81,3.24,3.52,3.53,4.2,10.0,18.4,22.2,20.6,17.5,2017,6,4.2,22.2
2017-06-07,17XX N Melvina Ave,3.61,4.53,4.61,4.88,5.01,5.23,5.16,4.92,4.71,4.56,2017,6,5.01,5.23
2017-06-29,26XX N Seminary Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,6,0.0,0.0
2017-06-30,8XX N Campbell Ave,3.8,4.42,4.75,6.82,8.59,9.7,13.8,15.1,18.0,15.5,2017,6,8.59,18.0
2017-07-03,96XX S Winchester Ave,18.4,17.0,18.2,38.4,43.9,44.5,43.6,43.3,42.1,38.7,2017,7,43.9,44.5
2017-07-08,63XX N Nokomis Ave,4.19,3.2,3.58,3.43,3.56,3.58,0.0,3.6,3.36,3.14,2017,7,4.19,4.19
2017-07-10,8XX W Lill Ave,2.04,1.96,3.05,4.98,6.12,6.6,7.55,7.41,7.96,7.88,2017,7,6.12,7.96
2017-07-14,22XX N Campbell Ave,9.31,8.68,9.21,9.71,11.6,13.7,22.1,37.7,36.6,38.0,2017,7,11.6,38.0
2017-07-15,66XX N Ashland Ave**,2.99,3.74,3.74,4.16,4.31,4.48,4.81,5.09,5.31,4.45,2017,7,4.31,5.31
2017-07-18,25XX W 80th Pl***,8.46,12.9,14.0,13.2,9.5,14.8,17.8,16.0,16.2,16.1,2017,7,9.5,17.8
2017-07-24,18XX N Dayton St*****,5.42,4.14,4.2,4.33,4.27,4.62,5.26,5.72,8.33,15.1,2017,7,5.42,15.1
2017-07-28,10XX W Dickens Ave,11.8,12.1,10.4,14.2,17.4,14.6,10.7,16.5,21.3,16.0,2017,7,17.4,21.3
2017-07-29,11XX E 48th St**,17.2,47.1,38.4,37.7,36.5,33.9,30.3,26.6,26.1,25.6,2017,7,36.5,47.1
2017-08-03,35XX S Dr Martin Luther King Jr Dr**,17.2,34.4,38.7,35.9,40.5,40.6,34.8,35.7,32.5,29.5,2017,8,40.5,40.6
2017-08-04,47XX S Kimbark Ave***,25.5,32.3,47.3,50.9,50.3,46.2,43.6,43.8,45.6,42.6,2017,8,50.3,50.9
2017-08-15,18XX N Leavitt St****,15.3,17.1,26.4,34.6,34.0,36.3,34.5,34.4,33.2,33.7,2017,8,34.0,36.3
2017-08-16,54XX W Van Buren St,3.93,6.81,5.42,2.86,1.86,1.74,1.43,1.56,1.99,2.16,2017,8,3.93,6.81
2017-08-19,42XX N Avers Ave,6.03,11.3,9.7,11.4,11.8,13.3,14.2,8.24,6.24,5.67,2017,8,11.8,14.2
2017-08-19,5XX N St Louis Ave**,16.8,8.14,26.6,44.9,37.0,30.0,26.8,25.2,23.9,23.0,2017,8,37.0,44.9
2017-08-24,34XX N Pacific Ave*******,14.6,17.4,17.5,24.3,22.1,26.4,29.9,28.5,28.7,28.2,2017,8,22.1,29.9
2017-08-29,24XX N Bernard St,25.6,26.1,20.6,15.3,14.2,13.5,12.8,6.65,11.7,11.3,2017,8,25.6,26.1
2017-09-01,10XX W 18th St,0.0,0.0,1.11,1.22,0.0,0.0,1.06,1.04,1.05,1.09,2017,9,0.0,1.22
2017-09-02,52XX N Leamington Ave,3.58,9.02,11.7,13.0,13.5,13.7,,,,,2017,9,13.5,13.7
2017-09-09,5XX E 46th St,10.0,10.1,10.0,10.4,12.4,26.1,37.8,36.4,38.0,37.9,2017,9,12.4,38.0
2017-09-12,107XX S Champlain Ave,6.46,7.3,8.9,9.57,12.7,21.0,18.9,27.1,19.7,11.9,2017,9,12.7,27.1
2017-09-14,57XX N Oketo Ave**,8.16,12.4,12.7,11.0,10.6,11.6,19.7,24.4,22.7,21.0,2017,9,10.6,24.4
2017-09-15,8XX W Lill Ave****,6.48,6.73,8.72,12.1,13.5,14.0,15.5,16.7,16.4,16.9,2017,9,13.5,16.9
2017-09-18,30XX W Warren Blvd,7.53,13.3,13.3,12.5,11.6,10.5,10.1,9.0,9.69,13.7,2017,9,11.6,13.7
2017-09-29,20XX W Berwyn Ave,2.35,2.74,3.09,3.23,3.6,3.55,4.02,4.2,4.2,4.48,2017,9,3.6,4.48
2017-10-05,18XX N Leavitt St****,9.76,10.8,21.0,37.9,38.3,37.7,36.0,38.0,38.8,37.8,2017,10,38.3,38.8
2017-10-07,44XX N Damen Ave,7.04,18.3,29.7,24.9,22.7,21.2,20.1,21.1,20.5,19.9,2017,10,22.7,29.7
2017-10-14,54XX N Linder Ave**,11.2,10.3,14.0,13.0,13.2,17.3,20.6,25.4,33.1,35.8,2017,10,13.2,35.8
2017-10-14,66XX N Ashland Ave**,3.33,4.39,4.21,4.69,4.77,4.97,5.03,5.12,5.78,6.62,2017,10,4.77,6.62
2017-11-01,97XX S Yates Ave,12.0,15.6,14.9,26.0,32.7,33.2,32.2,32.4,30.9,31.4,2017,11,32.7,33.2
2017-11-11,59XX N Kostner Ave**,14.4,19.0,32.1,33.6,39.1,51.3,59.1,60.1,57.2,58.8,2017,11,39.1,60.1
2017-11-13,34XX W 66th Pl,4.83,6.05,12.6,15.7,17.6,19.2,20.7,21.3,20.8,18.2,2017,11,17.6,21.3
2017-11-18,32XX S Calumet Ave,9.54,14.1,17.4,18.1,19.0,18.8,19.7,19.6,19.7,,2017,11,19.0,19.7
2017-12-12,12XX W Norwood St,26.6,57.26,64.7,59.8,57.4,52.1,49.6,44.1,40.0,29.5,2017,12,57.4,64.7
2017-12-13,105XX S Christiana Ave**,3.06,5.82,7.08,7.13,7.28,6.7,8.22,10.6,15.0,17.2,2017,12,7.28,17.2
2017-12-16,52XX S Moody Ave,6.43,7.01,9.71,11.8,15.5,21.4,22.0,20.7,18.8,17.7,2017,12,15.5,22.0
2017-12-18,57XX N Kostner Ave,3.36,4.17,6.33,7.43,0.0,5.2,5.04,5.82,12.4,18.3,2017,12,3.36,18.3
2017-12-19,57XX N Virginia Ave,3.12,3.42,3.82,3.83,7.67,10.3,13.5,15.6,14.5,13.8,2017,12,7.67,15.6
2017-12-20,36XX W 86th St,7.1,6.4,6.45,6.9,13.2,14.3,13.2,12.5,11.9,12.0,2017,12,13.2,14.3
2018-01-04,45XX N Springfield Ave,6.82,6.64,4.39,4.36,4.86,6.07,7.22,7.45,8.26,8.56,2018,1,6.82,8.56
2018-01-06,61XX N Karlov Ave,3.39,4.79,5.79,5.42,6.6,3.01,2.78,1.16,2.76,2.45,2018,1,6.6,6.6
2018-01-13,49XX W Roscoe St,18.6,28.4,27.4,34.0,33.5,32.7,21.6,34.6,23.5,28.0,2018,1,33.5,34.6
2018-01-16,17XX N Rutherford Ave****,5.17,7.93,8.6,9.27,6.62,7.34,7.77,7.35,7.56,6.82,2018,1,6.62,9.27
2018-01-20,77XX W Farragut Ave,29.0,33.6,53.6,66.5,52.7,41.1,40.9,33.9,32.4,30.8,2018,1,52.7,66.5
2018-01-30,122XX S Carpenter St**,5.6,5.16,5.69,5.05,5.17,5.05,5.1,4.12,3.6,3.34,2018,1,5.6,5.69
2018-02-02,17XX N Rutherford Ave***,22.6,20.8,25.6,26.1,25.1,23.4,22.0,23.1,23.9,23.8,2018,2,25.1,26.1
2018-02-26,17XX N Rutherford Ave****,4.23,5.31,5.64,6.67,9.1,10.2,10.8,10.4,9.44,8.88,2018,2,9.1,10.8
2018-03-24,65XX N Fairfield Ave,2.84,2.91,2.68,2.97,2.94,3.11,3.52,6.45,11.4,15.1,2018,3,2.94,15.1
2018-04-04,25XX W 80th Pl***,3.45,7.18,7.84,7.22,6.93,7.31,10.0,9.46,9.08,8.83,2018,4,6.93,10.0
2018-04-05,17XX W 18th Pl,1.7,2.14,2.5,2.52,2.14,2.06,1.94,1.68,1.68,1.64,2018,4,2.14,2.52
2018-04-07,44XX N Menard Ave,3.73,5.1,5.41,4.63,5.14,5.35,6.08,7.04,10.3,14.4,2018,4,5.14,14.4
2018-04-10,5XX N St Louis Ave**,4.48,8.81,11.5,18.0,18.4,15.0,16.0,15.1,14.1,11.4,2018,4,18.4,18.4
2018-04-17,95XX S University Ave**,44.0,40.1,34.4,38.7,31.4,30.8,27.9,24.6,22.0,26.8,2018,4,44.0,44.0
2018-04-25,105XX S Christiana Ave**,2.16,6.16,6.46,7.69,8.33,8.71,8.88,10.1,10.1,9.85,2018,4,8.33,10.1
2018-04-28,59XX N Kostner Ave**,0.0,24.0,38.5,36.7,35.6,34.8,33.3,29.9,27.6,19.7,2018,4,35.6,38.5
2018-05-07,47XX S Kimbark Ave*,8.55,6.48,4.72,4.61,4.68,4.89,4.89,4.92,5.05,4.86,2018,5,8.55,8.55
2018-05-10,22XX N Lakewood Ave**,5.91,7.17,10.4,22.3,29.0,28.8,26.6,19.4,13.5,11.7,2018,5,29.0,29.0
2018-05-15,81XX S Anthony Ave,8.94,10.6,23.4,37.5,42.6,40.5,34.4,28.3,22.2,18.3,2018,5,42.6,42.6
2018-05-22,71XX W 64th Pl,2.96,3.1,3.0,4.02,4.19,4.94,6.16,8.33,8.17,7.66,2018,5,4.19,8.33
2018-05-24,14XX W George St,6.0,7.26,7.91,8.17,8.39,8.56,8.73,8.92,9.33,9.46,2018,5,8.39,9.46
2018-05-25,68XX N Waukesha Ave,5.15,5.58,5.72,5.97,5.98,6.31,7.41,8.74,12.8,16.8,2018,5,5.98,16.8
2018-05-29,8XX W Lill Ave,2.76,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,5,2.76,2.76
2018-05-31,30XX W Belden Ave,26.5,14.7,7.33,6.8,5.91,5.77,5.21,5.12,4.82,4.51,2018,5,26.5,26.5
2018-06-04,18XX N Dayton St*****,5.36,5.32,5.14,4.74,4.49,4.31,4.65,4.92,6.2,11.3,2018,6,5.36,11.3
2018-06-04,79XX S Campbell Ave,1.62,1.65,1.77,1.89,1.86,1.92,1.96,1.68,1.22,1.44,2018,6,1.86,1.96
2018-06-05,62XX W Newport Ave,4.62,4.97,5.0,4.96,5.11,8.61,15.6,13.4,11.7,16.7,2018,6,5.11,16.7
2018-06-11,36XX W 79th Pl,24.1,10.8,13.3,11.0,13.6,17.0,18.0,18.6,17.5,16.8,2018,6,24.1,24.1
2018-06-13,45XX N Virginia Ave,4.28,4.54,4.94,5.78,6.26,6.52,6.92,6.97,7.73,7.11,2018,6,6.26,7.73
2018-07-05,63XX N Odell Ave**,4.01,4.7,4.46,5.76,9.36,9.34,8.88,9.57,11.8,11.2,2018,7,9.36,11.8
2018-07-19,61XX N Avers Ave,3.63,2.71,3.0,3.68,2.81,1.92,3.24,4.85,5.17,5.68,2018,7,3.63,5.68
2018-07-20,112XX S Spaulding Ave,4.61,5.13,5.65,6.89,8.71,8.53,7.37,7.24,15.4,21.7,2018,7,8.71,21.7
2018-07-20,35XX N Kolmar Ave,8.14,9.82,10.4,10.9,10.8,17.6,20.6,22.1,21.3,20.4,2018,7,10.8,22.1
2018-07-25,14XX W Flournoy St,7.01,5.22,2.81,2.73,2.48,2.2,2.3,2.16,2.12,2.15,2018,7,7.01,7.01
2018-07-26,58XX N Mobile Ave,5.55,7.73,6.5,6.08,6.8,7.42,12.4,15.9,17.5,17.8,2018,7,6.8,17.8
2018-07-27,14XX W Winnemac Ave,1.7,4.38,6.42,5.35,5.34,4.93,4.73,4.03,5.48,1.52,2018,7,5.34,6.42
2018-07-28,25XX N Linden Pl**,23.4,24.3,43.3,46.7,35.4,29.7,27.9,38.5,47.3,48.4,2018,7,35.4,48.4
2018-07-28,45XX N Merrimac Ave,227.0,61.2,42.6,45.9,36.6,28.5,25.3,22.0,20.4,18.5,2018,7,227.0,227.0
2018-07-30,44XX N Sawyer Ave,13.7,10.0,6.46,4.92,5.07,4.7,4.2,4.25,3.98,10.6,2018,7,13.7,13.7
2018-07-30,64XX N Nordica Ave,4.09,4.32,4.48,4.48,5.4,9.05,14.8,17.2,18.1,17.8,2018,7,5.4,18.1
2018-07-31,48XX S Langley Ave,3.52,3.93,6.63,9.94,11.2,11.9,12.4,11.8,11.4,11.3,2018,7,11.2,12.4
2018-07-31,8XX W Lill Ave,6.81,7.69,6.89,10.2,12.6,11.7,9.9,8.77,8.26,5.86,2018,7,12.6,12.6
2018-08-01,66XX N Bosworth Ave,7.55,7.01,7.6,9.6,10.0,9.34,15.8,24.1,20.2,21.1,2018,8,10.0,24.1
2018-08-02,17XX N Dayton St,6.76,7.42,7.6,7.21,6.87,6.92,6.95,7.71,7.5,8.36,2018,8,6.87,8.36
2018-08-02,35XX W Evergreen Ave,5.68,5.59,6.2,5.39,6.02,9.8,15.3,15.8,17.1,20.5,2018,8,6.02,20.5
2018-08-02,46XX N Laramie Ave,9.41,0.94,16.0,14.8,17.7,18.2,16.4,16.0,15.0,16.4,2018,8,17.7,18.2
2018-08-03,14XX W Lill Ave,4.21,5.06,5.78,6.1,5.69,5.44,5.58,5.42,5.89,10.6,2018,8,5.69,10.6
2018-08-03,83XX S Perry Ave,16.4,12.1,12.9,12.5,16.2,19.5,20.3,24.3,24.3,19.7,2018,8,16.4,24.3
2018-08-03,96XX S Winchester Ave,6.97,7.32,9.55,14.6,16.3,17.0,17.6,17.8,20.3,19.6,2018,8,16.3,20.3
2018-08-04,70XX N McAlpin Ave,3.69,4.84,4.92,4.9,5.53,6.0,5.53,6.64,6.49,6.8,2018,8,5.53,6.8
2018-08-06,58XX N Markham Ave,5.89,9.0,12.8,10.7,9.38,8.88,16.8,16.8,15.4,15.8,2018,8,9.38,16.8
2018-08-07,92XX S Hoyne Ave,6.32,6.85,7.03,7.24,7.32,6.98,7.12,7.63,7.81,11.3,2018,8,7.32,11.3
2018-08-09,19XX W Nelson St,13.6,15.9,22.3,20.8,19.1,19.1,16.0,14.6,16.1,15.2,2018,8,19.1,22.3
2018-08-10,32XX S Lituanica Ave,12.4,13.7,7.35,5.98,5.63,5.7,5.45,5.4,5.35,5.35,2018,8,12.4,13.7
2018-08-10,35XX S Hoyne Ave,11.3,15.0,20.6,22.1,16.4,16.4,17.6,15.8,16.7,15.5,2018,8,16.4,22.1
2018-08-11,29XX N Kenneth Ave,20.6,16.3,15.6,14.2,13.6,14.2,16.5,31.0,44.5,,2018,8,20.6,44.5
2018-08-11,62XX W Peterson Ave,13.8,6.75,8.54,16.0,19.0,20.0,19.2,19.0,20.9,21.1,2018,8,19.0,21.1
2018-08-13,61XX S Meade Ave,13.7,13.7,15.2,15.4,14.3,12.9,14.9,14.5,17.8,19.3,2018,8,14.3,19.3
2018-08-14,25XX E 96th St,6.75,7.36,6.68,6.88,19.3,22.8,19.9,17.4,17.6,18.4,2018,8,19.3,22.8
2018-08-14,30XX S Farrell St,4.7,4.94,5.62,7.46,12.4,15.6,15.2,14.1,14.0,10.8,2018,8,12.4,15.6
2018-08-14,65XX S Drexel Ave,3.48,4.09,4.06,5.23,5.56,4.93,4.61,4.68,4.72,4.4,2018,8,5.56,5.56
2018-08-16,65XX N Minnetonka Ave,23.5,30.4,27.6,24.8,26.1,27.5,25.6,24.7,35.6,32.2,2018,8,26.1,35.6
2018-08-17,19XX W Bradley Pl,3.89,4.86,0.489,5.69,8.31,10.6,10.1,10.5,11.7,12.1,2018,8,8.31,12.1
2018-08-17,62XX N Kedvale Ave,3.24,3.73,4.65,5.55,5.45,5.68,5.97,6.28,6.34,6.34,2018,8,5.45,6.34
2018-08-17,85XX S Muskegon Ave,1.57,1.72,1.47,1.61,1.63,2.38,2.76,2.53,2.73,2.68,2018,8,1.63,2.76
2018-08-18,73XX N Meade Ave,8.36,8.14,8.5,8.86,9.39,9.01,8.86,9.1,11.2,17.5,2018,8,9.39,17.5
2018-08-21,25XX N Spaulding Ave,3.68,2.92,3.01,3.41,3.2,3.19,3.15,3.42,3.43,3.42,2018,8,3.68,3.68
2018-09-10,75XX N Washtenaw Ave,7.2,15.1,12.9,18.2,19.2,19.0,17.9,16.4,15.5,15.7,2018,9,19.2,19.2
2018-09-13,34XX N Pacific Ave*******,12.2,12.5,20.8,18.2,35.4,27.0,26.6,28.3,30.2,28.0,2018,9,35.4,35.4
2018-09-13,34XX N Pacific Ave*******,12.2,12.5,20.8,18.2,35.4,27.0,26.6,28.3,30.2,28.0,2018,9,35.4,35.4
2018-09-15,29XX W Belden Ave,9.12,8.79,21.3,19.3,19.6,16.3,15.9,15.1,15.4,15.9,2018,9,19.6,21.3
2018-09-15,34XX N Kildare Ave,13.0,16.4,17.4,19.7,21.4,30.0,28.9,29.8,30.3,29.0,2018,9,21.4,30.3
2018-09-15,39XX N Keeler Ave,15.4,25.0,28.6,28.8,28.5,28.2,29.3,29.5,28.9,30.2,2018,9,28.5,30.2
2018-09-17,5XX W Aldine Ave,1.85,2.18,2.18,2.03,2.45,2.47,2.82,2.61,2.52,2.45,2018,9,2.45,2.82
2018-09-17,51XX N Menard Ave,11.8,13.2,13.6,12.0,11.6,12.4,22.5,25.4,26.6,24.0,2018,9,11.8,26.6
2018-09-18,9XX N Damen Ave,13.9,14.0,11.9,11.1,9.48,7.72,6.6,6.45,6.23,5.79,2018,9,13.9,14.0
